reviewer_name,user_country,room_type,stay_duration_days,rating,review_text,review_date
Sarena,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Oktober 2023,"6,4","We loved the serenity and isolation of the property however it is hard getting in and out of the property and there are no shuttle services.
Grabcar to Ubud city centre cost about 150k to 200k rupiah per way and will take approx 30-40mins. 

I suggest getting back before sunset as the narrow and curvy road leading towards the property had no street lights and seems dangerous.
I suggest bringing back food for dinner than dining in.

Great thing was that we had the main pool almost to ourself most days and evenings and it was great.

Value for money however we wouldn’t recommend the villa due to its location being too far away from everything. Something we initially thought was okay but later regretted.",Diulas pada 24 Oktober 2023
Lee,Singapura,Vila Tiga Kamar Tidur,Menginap 3 malam pada November 2023,"8,8",Fantastic arrangements for everything especially the romantic dinner...,Diulas pada 22 November 2023
Himanshi,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2023,"7,2","It’s a beautiful villa but the cabs won’t reach and you’ll have to book a car every time which becomes a costly affair. It was my birthday and at such high prices too, the villa didn’t even agree to give complimentary pancake when requested which was quite disappointing",Diulas pada 21 Agustus 2023
Hasibuan,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Oktober 2023,"10,0",Good place to enjoyed with family.,Diulas pada 25 Oktober 2023
Sigit,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Mei 2023,"5,6","Let's begin with the staff, one of the receptionists was unfriendly. The location is not in Ubud, yet outside of Ubud. Somehow the access is quite difficult as I drive a car by myself. The food is absolutely lovely.  The furniture was dirty, e.g. the sofa in the living room and the sun bed at the pool was dirty, the room has no key (broken) so we left the property with door unlocked.",Diulas pada 09 Juni 2023
JENNIFER,Australia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2023,"8,0","Lovely villa 
Great food at restaurant",Diulas pada 06 Agustus 2023
Lisbeth,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2023,"2,0","I was terrible disappointing for me and my friends we manage to stay there for 3 nights we wanted to leave in the first night.  Refuse to give us the refund , for us to find a other accommodation. We requested to speak with the manager, they said no he is on holiday, I was so mad of the poor services . food was same morning ,  lunch, &dinner . Spider all around the showers , if we wanted to go out for dinner we need to go  over haft hours away and the food was terrible too. 
That place is for all people.  We 100% regrets staying at the place.  First time and last . I had to apologise to my friend. For the bad 3 day we had.",Diulas pada 31 Juli 2023
Nina,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Januari 2023,"9,2","Beautiful , comfy, clean",Diulas pada 25 Januari 2023
Thulasi,Malaysia,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada Agustus 2023,"6,0","No room slippers, bathroom was dirty. It’s very far to the town takes about 50 mins to go anywhere near to the town.",Diulas pada 30 Agustus 2023
siti,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juni 2023,"6,0","Location is not in ubud. Pool dirty, didn't get to dip in.  Room and toilet very musty.",Diulas pada 26 Juni 2023
